'id','coverage','number_of_frames','scanned','medium','print_type','physical_location','remarks','created','last_modified','collection_id','frame_size_id','scale_id'
'd077ea14-3012-46a4-bfaf-451074213029','Full',38,0,'Print','B&W','FC03D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'c5392ba0-e4d4-4566-bd5d-4d9df52596ec','Full',741,0,'Print','B&W','BS03','','2018-02-07 16:08:09.475721+00','2018-02-07 16:08:09.475715+00','128e8383-73b6-4697-ac2d-3cdacc147685','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'a09e92db-e584-4a91-9835-a77e925bd070','Full',275,0,'Print','B&W','FC27C','','2018-02-07 16:08:17.216744+00','2018-02-07 16:08:17.216738+00','82bf0615-17ef-4579-a815-7236e859f83f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'4c4abbf9-c744-4f8f-a0df-09b635025b88','Full',400,0,'Print','B&W','FC 48B','Some frames are partially torn.','2018-02-07 16:08:17.216744+00','2018-02-07 16:08:17.216738+00','82bf0615-17ef-4579-a815-7236e859f83f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'3cac646a-cf67-4999-89f8-3238724a360b','Partial',5,5,'Print','B&W','Q:\Historic_Images\GLO','East of Baffin Bay, National Seashore - Kleberg binder, line index included','2018-03-19 19:31:11.15354+00','2018-04-19 15:39:36.211604+00','5c49a2ce-9667-4a37-afb4-4c4676693554','a3b9aa31-af6d-4052-8f73-552545a13e09','5459ecd6-3926-47db-b261-b88ac92a08c6'
'c54f3e83-ab7b-45b2-887a-10eb55afc59d','Full',470,0,'Print','B&W','FC27C','','2018-02-07 16:08:17.216744+00','2018-02-07 16:08:17.216738+00','82bf0615-17ef-4579-a815-7236e859f83f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'98d230d5-0a3e-4c3e-b06b-eef83cd76c95','Full',1056,0,'Print','B&W','BS02','','2018-02-07 16:08:23.25135+00','2018-02-07 16:08:23.25132+00','aab9178e-d902-4f9f-8fd3-1bd7c5d21732','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'2adece66-c66b-4a5a-8f40-fd03038eb7b1','Full',7,0,'Print','B&W','FC39C','NECHES RIVER','2018-02-07 16:08:23.74024+00','2018-02-07 16:08:23.740234+00','20959ee6-588e-4a38-9244-3aadd4bac568','a3b9aa31-af6d-4052-8f73-552545a13e09','ec117934-13dd-4b8d-bf4f-c2ff34ee328c'
'455a4198-ad8e-473a-8a2e-b53cce6a4f8d','Full',44,0,'Print','B&W','FC05G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'd8fc38e2-27e2-4fb0-8f20-8cbee48ac6dd','Full',44,0,'Print','B&W','FC07G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'2e14f7c9-b484-429d-af20-0218be4163ec','Full',53,0,'Print','B&W','FC10C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'33e9b2a9-5c42-4899-b273-26479ac86d99','Full',53,0,'Print','B&W','FC38F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'ee763bb1-d304-4682-a9c7-36dbd4692ed1','Partial',1,0,'Print','B&W','Falls','Marlin','2018-04-07 13:37:50.234402+00','2018-04-07 13:37:50.234422+00','48e536c4-aceb-4bb9-8e86-a81bbe9c0869','68334783-ea29-4f1f-b146-72513f4e8123','2b35500b-f5e8-4a7f-926f-031b30adb637'
'f6322d89-112b-4e5d-9a9a-aab79770249b','Full',464,0,'Print','B&W','FC 48B','','2018-02-07 16:08:17.216744+00','2018-04-07 16:15:16.390239+00','82bf0615-17ef-4579-a815-7236e859f83f','89dfd698-ae3e-4ea2-9dcf-fe1f42012910','ba99cb47-a99a-4350-b35c-afb7ef558456'
'4b8a39ab-3ce0-4a6b-9afd-257d5949f3b3','Partial',0,0,'Print','B&W','Coryell','','2018-04-07 22:51:05.198363+00','2018-04-07 22:51:05.198383+00','5dfdeb5a-39a8-487d-bf53-81866aed88f8','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'f79db6cc-b18e-4f26-a3bb-5eb675a23de2','Partial',30,0,'Print','B&W','FF','','2018-07-20 16:25:34.865323+00','2018-07-20 16:25:34.865343+00','8e7adf17-03ef-4693-a1b0-38863fe6d2fa','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'988e3f3c-f62f-4bca-b0d4-ddb1d903b9bb','Partial',508,0,'Print','B&W','FC09G','Contains portions of rolls 1-4.','2018-07-20 16:25:34.868378+00','2018-07-20 16:25:34.868398+00','8e7adf17-03ef-4693-a1b0-38863fe6d2fa','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'da7b12b1-c92c-4745-9468-67fbf1e4d2dc','Partial',812,0,'Print','B&W','FC29F','Travis county coverage that extends intoWilliamson county.
Extends into Williamson county.','2018-02-07 16:15:27.541301+00','2018-04-07 18:01:30.448345+00','b7debd18-44c1-47d8-903f-203fa53edd5f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'81d6dc1e-7f2e-4b3c-92b5-c0dcd0165f94','Full',29,0,'Print','B&W','Gillespie','','2018-02-07 16:08:27.538506+00','2018-04-07 19:55:44.334525+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'eea90475-0a4b-450b-b1af-e788a7ca3ad5','Partial',34,0,'Print','B&W','Hidalgo','','2018-02-07 16:08:27.538506+00','2018-04-07 20:10:05.541508+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'2c06857d-af4d-429d-922f-6881b4b7bae0','Full',42,0,'Print','B&W','FC08E','','2018-02-07 16:08:27.538506+00','2018-02-07 16:08:27.5385+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'496b4553-2e66-4b0b-98c3-92edd12b5729','Full',51,0,'Print','B&W','FC38F','','2018-02-07 16:08:27.538506+00','2018-02-07 16:08:27.5385+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'a3eaf8e3-4c9d-4ba2-abcb-463be29080bd','Full',66,0,'Print','B&W','FC09F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'af64dc4b-7cd5-4ad8-82ae-c9410839c803','Full',75,0,'Print','B&W','FC11C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'b9f6f707-09ea-46dd-80e2-0c3dbf4472fd','Full',81,0,'Print','B&W','FC39E','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'425bcb7d-4ac3-4cc8-9915-e675e87d739b','Full',100,0,'Print','B&W','FC04D','1060 thru 1075','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'1c082b8f-a6a3-431b-ae39-5f94b252bd44','Full',118,0,'Print','B&W','FC44D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'fe4dfb86-2a25-437b-8bf9-8e433973f7e7','Full',122,0,'Print','B&W','FC03C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'2e313da0-d8dd-4a53-894c-3e3a96fa4c44','Full',128,0,'Print','B&W','FC02G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'fea12702-2e40-4392-bdcc-bf521f0023f0','Full',2975,0,'Print','B&W','FC06D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'fac4640b-8581-454b-a7a0-1419845e49be','Full',33,0,'Print','B&W','FC10G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'e977d9ea-6a5f-45fd-a7a4-96e313519d6b','Full',40,0,'Print','B&W','FC04D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'907eba03-1c88-4e90-9480-1bffafd86eae','Full',41,0,'Print','B&W','FC08D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'f14b0f55-5b56-465a-a83c-6dd670fa01e7','Full',42,0,'Print','B&W','FC05D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'd7538c80-e5af-41ff-be29-e0ce8422e6f3','Full',43,0,'Print','B&W','FC10D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'b4194593-1484-4657-b81c-72a977b70fe5','Partial',28,0,'Print','B&W','McMullen','Whole county','2018-02-07 16:08:27.538506+00','2018-04-07 20:20:16.693879+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'41f1985a-c587-48c0-9ed1-dcbf908d750e','Full',641,0,'Print','B&W','Lampassas','','2018-02-07 16:08:27.538506+00','2018-04-07 20:22:18.722877+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'5d16eb19-c64d-4abe-bd61-a17a925b9ed2','Full',23,0,'Print','B&W','La Salle','','2018-02-07 16:08:27.538506+00','2018-04-07 20:26:37.063353+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'e9d3962e-c9cb-445d-8ed0-7a80c82a2269','Partial',8,0,'Print','B&W','Martin','Stanton, Ackerly, Lenorah','2018-02-07 16:19:59.07726+00','2018-04-07 13:40:28.374142+00','d951f634-8c12-44df-92ac-f5dc7f39666b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'b2e9d48d-be8a-49dc-9c31-40a867531e00','Partial',1,0,'Print','B&W','Guadalupe','','2018-04-07 16:14:16.600197+00','2018-04-07 16:14:16.600218+00','d7e1403d-e4e3-46d9-a534-431889f1e0e0','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'144127f6-6b65-4f76-8513-c1483930f222','Partial',11,0,'Print','B&W','Terrell','','2018-02-07 16:08:27.538506+00','2018-04-07 16:31:11.560998+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'36b785e1-d208-4543-a8b1-293a9efe1c15','Full',49,0,'Print','B&W','Edwards','','2018-02-07 16:08:27.538506+00','2018-04-07 21:18:32.611065+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'61a27cde-88af-4d35-9376-d774ef78bafd','Full',23,0,'Print','B&W','Erath','','2018-02-07 16:08:27.538506+00','2018-04-07 21:22:45.911685+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'14adc817-fcd1-4780-b2b7-683f0a1a1dbb','Full',943,0,'Print','B&W','Duval','','2018-02-07 16:08:27.538506+00','2018-04-07 21:46:27.512681+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'31657e98-4dc4-4ebb-a740-da75d2aabecf','Full',18,0,'Print','B&W','Burnet','','2018-02-07 16:08:27.538506+00','2018-04-07 21:56:17.934356+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'bd508f3b-f6a5-4307-877c-ab6d55de05d8','Full',42,0,'Print','B&W','FC07C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'2ce67e31-613b-4330-aa25-40676a776a27','Full',15,0,'Print','B&W','FC35E','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'394de735-0481-4ce0-b2b4-daf4fef24585','Full',30,0,'Print','B&W','FC07C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'54573c84-9f57-41b1-829a-8e300bee36f5','Full',31,0,'Print','B&W','FC03D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'd6073a86-5251-44a2-b332-468069aa874f','Full',32,0,'Print','B&W','FC01G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'e25527eb-8e4f-4313-a148-332f67e49060','Full',33,0,'Print','B&W','FC03C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'9904725d-5e8e-4625-861d-ccfbfd0ce222','Full',33,0,'Print','B&W','FC44D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'1f0a2125-5964-440b-accc-62d1501b38b0','Full',36,0,'Print','B&W','FC02G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'04a9d6fa-1c2c-46c5-9f09-89c256754455','Full',459,0,'Print','B&W','FC09D','','2018-07-20 18:25:38.789175+00','2018-07-20 18:25:38.789195+00','f0a339ff-55a8-4b8f-aa1a-f4099ac8587f','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'239dc38f-adee-499e-9b73-be1fea90928e','Full',37,0,'Print','B&W','FC09F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'9ea1f578-d1e5-4ca3-bd60-6dacdd582ca6','Partial',12,12,'Print','B&W','Photo Room - Aransas','San Antonio Bay north to Austwell
M:\RDC\Staff\Chelsea\GLO_Index\footprints\GLO_141','2018-03-19 20:14:37.200581+00','2018-04-05 19:56:11.81742+00','bcf74cb1-e5c6-479e-863a-e7d0673c32d9','a3b9aa31-af6d-4052-8f73-552545a13e09','d368109b-8827-48ec-b22d-12f88f7ec637'
'7823d9b9-eca3-4c6f-930c-533ec82d3479','Partial',50,0,'Print','B&W','Collin','Contains portions of rolls 1-3 and 7','2018-02-07 16:23:34.49929+00','2018-04-07 13:43:39.877961+00','c97205bf-39dc-4e0e-855d-a77a09747456','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'2a020172-4b75-4185-b581-21c3d6c7e35d','Partial',1,0,'Print','B&W','Johnson','','2018-04-07 16:17:02.178849+00','2018-04-07 16:17:02.17887+00','edeb0072-c41e-4be2-acf3-04eb8247cc8a','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'bd5bbcdb-f731-4f0a-bd56-9b33919090b1','Partial',46,0,'Print','B&W','Montgomery','Portions of rolls 3-12.','2018-02-07 16:16:10.598089+00','2018-04-07 18:26:15.590164+00','27ddd6ab-9bbe-41de-b209-40ba46795066','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'152c9229-a710-4b3e-8456-825b47412ba9','Full',38,0,'Print','B&W','FC10C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'286d4f4a-47da-4d96-979c-79eb1975ad9e','Partial',0,0,'Print','B&W','Coleman','','2018-04-07 22:52:52.027234+00','2018-04-07 22:52:52.027255+00','702c52a6-db8c-4605-8908-59bb1205b925','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','00107941-0f8d-4c9d-8286-333e0edcce0d'
'c7410192-fb19-49f3-8f2c-0be868716d79','Full',38,0,'Print','B&W','FC38C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'f6bac054-3ee0-4829-98b6-a913287659d6','Full',39,0,'Print','B&W','FC07G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'c0cda9ea-9fcd-4c1d-8cfd-482958443d41','Full',40,0,'Print','B&W','FC03E','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'bcca9d5f-9a28-4a89-b896-f4d60b50ef84','Full',40,0,'Print','B&W','FC03F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'2639fc32-2715-4cbe-86a0-aefd27da3246','Full',40,0,'Print','B&W','FC05F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'7311ffdb-1559-4f1c-ba9a-0cf343c1bf18','Full',40,0,'Print','B&W','FC06E','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'0e20dbd9-f8cb-48dd-856d-5eb6267c29ce','Full',40,0,'Print','B&W','FC07C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'145119e9-a4cc-43eb-ba75-c902b92d20fb','Full',40,0,'Print','B&W','FC07D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'448cac60-d362-4164-adb7-23b1353c3ee8','Full',41,0,'Print','B&W','FC03C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'8cdd8bf3-e579-4a8d-b520-ce6a721473a9','Full',42,0,'Print','B&W','FC42E','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'37811115-855a-4f0d-ae0b-05b9ecdfca43','Full',49,0,'Print','B&W','FC10F','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'abe5349f-fcad-413a-83b1-2de7e894ea18','Full',49,0,'Print','B&W','FC44C','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'ba44c5c8-fe15-48de-8e2e-62090b9753bc','Full',66,0,'Print','B&W','FC10D','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'9c204970-f096-4e9a-8344-cc6f0a8025ef','Full',75,0,'Print','B&W','FC04E','Contains frames 1643 thru 1651','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'15d36dc6-e7e0-464c-95dc-71a1bfaf1857','Full',216,0,'Print','B&W','FC08G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
'f350fff5-ec99-470b-b636-5e773291c148','Full',41,0,'Print','B&W','FC07G','','2018-02-07 16:08:42.32127+00','2018-02-07 16:08:42.321264+00','7d751d11-5afe-43d9-8992-0e0126ddc93c','a3b9aa31-af6d-4052-8f73-552545a13e09','ec117934-13dd-4b8d-bf4f-c2ff34ee328c'
'9c7d9442-4351-4847-9c2e-a902421c180e','Full',309,0,'Print','B&W','FC42C','','2018-02-07 16:09:00.372213+00','2018-02-07 16:09:00.372208+00','70f5680a-16ff-4859-ac07-a0a21a394688','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'0aafc74f-e152-4463-9945-8b7e0906f617','Partial',8,0,'Print','B&W','FF - Sabine','','2018-07-20 18:26:10.569601+00','2018-07-20 18:26:10.569621+00','f0a339ff-55a8-4b8f-aa1a-f4099ac8587f','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','2b35500b-f5e8-4a7f-926f-031b30adb637'
'5e29bce3-d5d2-4f96-8b0f-ae2390ed0cb1','Full',269,0,'Print','B&W','FC42C','','2018-02-07 16:09:02.582934+00','2018-02-07 16:09:02.582917+00','06b3d5d5-7e9d-461e-b4aa-da1d3cb84590','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'00c757ac-813a-4747-a22c-9a873e6b9e4e','Full',274,0,'Print','B&W','FC27G','','2018-02-07 16:09:02.582934+00','2018-02-07 16:09:02.582917+00','06b3d5d5-7e9d-461e-b4aa-da1d3cb84590','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'3a96a6c8-96ea-4633-9ab7-ee6e60392394','Full',306,0,'Print','B&W','FC45A','','2018-02-07 16:09:02.582934+00','2018-02-07 16:09:02.582917+00','06b3d5d5-7e9d-461e-b4aa-da1d3cb84590','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'ca3a5b47-6427-4cfc-a87e-a1984eca39aa','Full',310,0,'Print','B&W','FC27E','','2018-02-07 16:09:02.582934+00','2018-02-07 16:09:02.582917+00','06b3d5d5-7e9d-461e-b4aa-da1d3cb84590','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
